Postcode,DZ,SIMD16_Rank,SIMD16_Vigintile,SIMD16_Decile,SIMD16_Quintile
AB5 9XP,S01006907,4547,14,7,4
AB5 9XQ,S01006907,4547,14,7,4
AB5 9XS,S01006907,4547,14,7,4
AB5 9XT,S01006905,5669,17,9,5
AB5 9XU,S01006910,6308,19,10,5
AB5 9XW,S01006907,4547,14,7,4
AB5 9XX,S01006905,5669,17,9,5
AB5 9YA,S01006905,5669,17,9,5
AB5 9YB,S01006906,2652,8,4,2
AB5 9YD,S01006906,2652,8,4,2
AB5 9YE,S01006906,2652,8,4,2
AB5 9YF,S01006906,2652,8,4,2
AB5 9YG,S01006906,2652,8,4,2
AB5 9YH,S01006902,3918,12,6,3
AB5 9YJ,S01006906,2652,8,4,2
AB5 9YL,S01006906,2652,8,4,2
AB5 9YN,S01006902,3918,12,6,3
AB5 9YP,S01006902,3918,12,6,3
AB5 9YQ,S01006902,3918,12,6,3
AB5 9YR,S01006906,2652,8,4,2
AB5 9YS,S01006906,2652,8,4,2
AB5 9YT,S01006906,2652,8,4,2
AB5 9YU,S01006906,2652,8,4,2
AB5 9YW,S01006906,2652,8,4,2
AB5 9YX,S01006894,5173,15,8,4
AB5 9YY,S01006906,2652,8,4,2
AB5 9YZ,S01006902,3918,12,6,3
AB5 9ZP,S01006896,5293,16,8,4
AB5 9ZQ,S01006908,4630,14,7,4
AB51 0AA,S01006987,5397,16,8,4
AB51 0AB,S01006985,6694,20,10,5
AB51 0AD,S01006990,6467,19,10,5
AB51 0AE,S01006990,6467,19,10,5
AB51 0AF,S01006919,5868,17,9,5
AB51 0AG,S01006992,4831,14,7,4
AB51 0AH,S01006992,4831,14,7,4
AB51 0AJ,S01006992,4831,14,7,4
AB51 0AL,S01006992,4831,14,7,4
AB51 0AN,S01006992,4831,14,7,4
AB51 0AP,S01006992,4831,14,7,4
AB51 0AQ,S01006992,4831,14,7,4
AB51 0AR,S01006992,4831,14,7,4
AB51 0AS,S01006992,4831,14,7,4
AB51 0AT,S01006992,4831,14,7,4
AB51 0AU,S01006992,4831,14,7,4
AB51 0AW,S01006992,4831,14,7,4
AB51 0AX,S01006992,4831,14,7,4
AB51 0AY,S01006986,5824,17,9,5
AB51 0AZ,S01006986,5824,17,9,5
AB51 0BA,S01006988,4894,15,8,4
AB51 0BB,S01006988,4894,15,8,4
AB51 0BD,S01006985,6694,20,10,5
AB51 0BE,S01006985,6694,20,10,5
AB51 0BF,S01006985,6694,20,10,5
AB51 0BG,S01006985,6694,20,10,5
AB51 0BH,S01006988,4894,15,8,4
AB51 0BJ,S01006988,4894,15,8,4
AB51 0BL,S01006988,4894,15,8,4
AB51 0BN,S01006988,4894,15,8,4
AB51 0BP,S01006990,6467,19,10,5
AB51 0BQ,S01006990,6467,19,10,5
AB51 0BR,S01006990,6467,19,10,5
AB51 0BS,S01006990,6467,19,10,5
AB51 0BT,S01006990,6467,19,10,5
AB51 0BU,S01006990,6467,19,10,5
AB51 0BW,S01006990,6467,19,10,5
AB51 0BX,S01006990,6467,19,10,5
AB51 0BY,S01006990,6467,19,10,5
AB51 0BZ,S01006985,6694,20,10,5
AB51 0DA,S01006990,6467,19,10,5
AB51 0DB,S01006987,5397,16,8,4
AB51 0DD,S01006987,5397,16,8,4
AB51 0DE,S01006987,5397,16,8,4
AB51 0DF,S01006987,5397,16,8,4
AB51 0DG,S01006985,6694,20,10,5
AB51 0DH,S01006987,5397,16,8,4
AB51 0DJ,S01006987,5397,16,8,4
AB51 0DL,S01006990,6467,19,10,5
AB51 0DN,S01006990,6467,19,10,5
AB51 0DP,S01006990,6467,19,10,5
AB51 0DQ,S01006990,6467,19,10,5
AB51 0DR,S01006990,6467,19,10,5
AB51 0DS,S01006987,5397,16,8,4
AB51 0DT,S01006985,6694,20,10,5
AB51 0DU,S01006988,4894,15,8,4
AB51 0DW,S01006985,6694,20,10,5
AB51 0DX,S01006988,4894,15,8,4
AB51 0DY,S01006989,5930,18,9,5
AB51 0DZ,S01006988,4894,15,8,4
AB51 0EA,S01006989,5930,18,9,5
AB51 0EB,S01006989,5930,18,9,5
AB51 0ED,S01006989,5930,18,9,5
AB51 0EE,S01006989,5930,18,9,5
AB51 0EF,S01006919,5868,17,9,5
AB51 0EG,S01006987,5397,16,8,4
AB51 0EH,S01006989,5930,18,9,5
AB51 0EJ,S01006989,5930,18,9,5
AB51 0EL,S01006989,5930,18,9,5
AB51 0EN,S01006986,5824,17,9,5
AB51 0EP,S01006986,5824,17,9,5
AB51 0EQ,S01006986,5824,17,9,5
AB51 0ER,S01006990,6467,19,10,5
AB51 0ES,S01006987,5397,16,8,4
AB51 0ET,S01006986,5824,17,9,5
AB51 0EU,S01006992,4831,14,7,4
AB51 0EW,S01006992,4831,14,7,4
AB51 0EX,S01006987,5397,16,8,4
AB51 0EY,S01006989,5930,18,9,5
AB51 0EZ,S01006985,6694,20,10,5
AB51 0FA,S01006987,5397,16,8,4
AB51 0FB,S01006921,6734,20,10,5
AB51 0FD,S01006920,5252,16,8,4
AB51 0FE,S01006918,6035,18,9,5
AB51 0FF,S01006989,5930,18,9,5
AB51 0FG,S01006919,5868,17,9,5
AB51 0FH,S01006919,5868,17,9,5
AB51 0FJ,S01006919,5868,17,9,5
AB51 0FL,S01006919,5868,17,9,5
AB51 0FN,S01006985,6694,20,10,5
AB51 0FP,S01006987,5397,16,8,4
AB51 0FQ,S01006985,6694,20,10,5
AB51 0FR,S01006985,6694,20,10,5
AB51 0FS,S01006985,6694,20,10,5
AB51 0FT,S01006917,6577,19,10,5
AB51 0FW,S01006987,5397,16,8,4
AB51 0FX,S01006987,5397,16,8,4
AB51 0FY,S01006990,6467,19,10,5
AB51 0FZ,S01006987,5397,16,8,4
AB51 0GA,S01006985,6694,20,10,5
AB51 0GB,S01006986,5824,17,9,5
AB51 0GD,S01006987,5397,16,8,4
AB51 0GE,S01006986,5824,17,9,5
AB51 0GF,S01006986,5824,17,9,5
AB51 0GG,S01006985,6694,20,10,5
AB51 0GH,S01006985,6694,20,10,5
AB51 0GJ,S01006985,6694,20,10,5
AB51 0GL,S01006987,5397,16,8,4
AB51 0GN,S01006985,6694,20,10,5
AB51 0GP,S01006985,6694,20,10,5
AB51 0GQ,S01006985,6694,20,10,5
AB51 0GR,S01006985,6694,20,10,5
AB51 0GS,S01006985,6694,20,10,5
AB51 0GT,S01006985,6694,20,10,5
AB51 0GU,S01006985,6694,20,10,5
AB51 0GW,S01006985,6694,20,10,5
AB51 0GX,S01006985,6694,20,10,5
AB51 0GY,S01006989,5930,18,9,5
AB51 0GZ,S01006907,4547,14,7,4
AB51 0HA,S01006989,5930,18,9,5
AB51 0HB,S01006989,5930,18,9,5
AB51 0HD,S01006992,4831,14,7,4
AB51 0HE,S01006987,5397,16,8,4
AB51 0HF,S01006989,5930,18,9,5
AB51 0HG,S01006912,5589,17,9,5
AB51 0HH,S01006912,5589,17,9,5
AB51 0HJ,S01006911,6460,19,10,5
AB51 0HL,S01006913,5895,17,9,5
AB51 0HN,S01006912,5589,17,9,5
AB51 0HP,S01006912,5589,17,9,5
AB51 0HQ,S01006913,5895,17,9,5
AB51 0HR,S01006913,5895,17,9,5
AB51 0HS,S01006989,5930,18,9,5
AB51 0HT,S01006989,5930,18,9,5
AB51 0HU,S01006989,5930,18,9,5
AB51 0HW,S01006989,5930,18,9,5
AB51 0HX,S01006989,5930,18,9,5
AB51 0HY,S01006989,5930,18,9,5
AB51 0HZ,S01006989,5930,18,9,5
AB51 0JA,S01006989,5930,18,9,5
AB51 0JB,S01006989,5930,18,9,5
AB51 0JD,S01006989,5930,18,9,5
AB51 0JE,S01006989,5930,18,9,5
AB51 0JF,S01006989,5930,18,9,5
AB51 0JG,S01006985,6694,20,10,5
AB51 0JH,S01006989,5930,18,9,5
AB51 0JJ,S01006989,5930,18,9,5
AB51 0JL,S01006989,5930,18,9,5
AB51 0JN,S01006913,5895,17,9,5
AB51 0JP,S01006989,5930,18,9,5
AB51 0JQ,S01006988,4894,15,8,4
AB51 0JR,S01006988,4894,15,8,4
AB51 0JS,S01006988,4894,15,8,4
AB51 0JT,S01006988,4894,15,8,4
AB51 0JU,S01006988,4894,15,8,4
AB51 0JW,S01006987,5397,16,8,4
AB51 0JX,S01006988,4894,15,8,4
AB51 0JY,S01006912,5589,17,9,5
AB51 0JZ,S01006985,6694,20,10,5
AB51 0LA,S01006912,5589,17,9,5
AB51 0LB,S01006912,5589,17,9,5
AB51 0LD,S01006912,5589,17,9,5
AB51 0LE,S01006912,5589,17,9,5
AB51 0LF,S01006924,4234,13,7,4
AB51 0LG,S01006924,4234,13,7,4
AB51 0LH,S01006924,4234,13,7,4
AB51 0LJ,S01006912,5589,17,9,5
AB51 0LL,S01006924,4234,13,7,4
AB51 0LN,S01006924,4234,13,7,4
AB51 0LP,S01006924,4234,13,7,4
AB51 0LQ,S01006924,4234,13,7,4
AB51 0LR,S01006912,5589,17,9,5
AB51 0LS,S01006912,5589,17,9,5
AB51 0LT,S01006912,5589,17,9,5
AB51 0LU,S01006912,5589,17,9,5
AB51 0LW,S01006912,5589,17,9,5
AB51 0LX,S01006912,5589,17,9,5
AB51 0LY,S01006924,4234,13,7,4
AB51 0LZ,S01006924,4234,13,7,4
AB51 0NA,S01006924,4234,13,7,4
AB51 0NB,S01006924,4234,13,7,4
AB51 0ND,S01006907,4547,14,7,4
AB51 0NE,S01006924,4234,13,7,4
AB51 0NF,S01006989,5930,18,9,5
AB51 0NG,S01006989,5930,18,9,5
AB51 0NH,S01006987,5397,16,8,4
AB51 0NJ,S01006989,5930,18,9,5
AB51 0NL,S01006986,5824,17,9,5
AB51 0NN,S01006986,5824,17,9,5
AB51 0NP,S01006989,5930,18,9,5
AB51 0NQ,S01006989,5930,18,9,5
AB51 0NR,S01006989,5930,18,9,5
AB51 0NS,S01006921,6734,20,10,5
AB51 0NT,S01006985,6694,20,10,5
AB51 0NU,S01006917,6577,19,10,5
AB51 0NW,S01006988,4894,15,8,4
AB51 0NX,S01006988,4894,15,8,4
AB51 0NY,S01006986,5824,17,9,5
AB51 0NZ,S01006986,5824,17,9,5
AB51 0PA,S01006988,4894,15,8,4
AB51 0PB,S01006988,4894,15,8,4
AB51 0PD,S01006987,5397,16,8,4
AB51 0PE,S01006990,6467,19,10,5
AB51 0PF,S01006990,6467,19,10,5
AB51 0PG,S01006986,5824,17,9,5
AB51 0PH,S01006986,5824,17,9,5
AB51 0PJ,S01006990,6467,19,10,5
AB51 0PL,S01006990,6467,19,10,5
AB51 0PN,S01006986,5824,17,9,5
AB51 0PP,S01006986,5824,17,9,5
AB51 0PQ,S01006990,6467,19,10,5
AB51 0PR,S01006990,6467,19,10,5
AB51 0PS,S01006990,6467,19,10,5
AB51 0PT,S01006986,5824,17,9,5
AB51 0PU,S01006986,5824,17,9,5
AB51 0PY,S01006989,5930,18,9,5
AB51 0PZ,S01006990,6467,19,10,5
AB51 0QA,S01006918,6035,18,9,5
AB51 0QB,S01006918,6035,18,9,5
AB51 0QD,S01006918,6035,18,9,5
AB51 0QE,S01006918,6035,18,9,5
AB51 0QF,S01006916,6202,18,9,5
AB51 0QG,S01006924,4234,13,7,4
AB51 0QH,S01006924,4234,13,7,4
AB51 0QJ,S01006916,6202,18,9,5
AB51 0QL,S01006916,6202,18,9,5
AB51 0QN,S01006922,5085,15,8,4
AB51 0QP,S01006924,4234,13,7,4
AB51 0QQ,S01006923,5658,17,9,5
AB51 0QR,S01006907,4547,14,7,4
AB51 0QS,S01006989,5930,18,9,5
AB51 0QU,S01006923,5658,17,9,5
AB51 0QW,S01006989,5930,18,9,5
AB51 0RQ,S01006924,4234,13,7,4
AB51 0RS,S01006907,4547,14,7,4
AB51 0RT,S01006907,4547,14,7,4
AB51 0RU,S01006920,5252,16,8,4
AB51 0RW,S01006907,4547,14,7,4
AB51 0RX,S01006916,6202,18,9,5
AB51 0RY,S01006920,5252,16,8,4
AB51 0RZ,S01006918,6035,18,9,5
AB51 0SA,S01006921,6734,20,10,5
AB51 0SB,S01006921,6734,20,10,5
AB51 0SD,S01006921,6734,20,10,5
AB51 0SE,S01006921,6734,20,10,5
AB51 0SF,S01006921,6734,20,10,5
AB51 0SG,S01006917,6577,19,10,5
AB51 0SH,S01006922,5085,15,8,4
AB51 0SJ,S01006917,6577,19,10,5
AB51 0SL,S01006917,6577,19,10,5
AB51 0SN,S01006917,6577,19,10,5
AB51 0SP,S01006918,6035,18,9,5
AB51 0SQ,S01006917,6577,19,10,5
AB51 0SR,S01006917,6577,19,10,5
AB51 0SS,S01006921,6734,20,10,5
AB51 0ST,S01006921,6734,20,10,5
AB51 0SU,S01006917,6577,19,10,5
AB51 0SW,S01006917,6577,19,10,5
AB51 0SX,S01006916,6202,18,9,5
AB51 0SY,S01006916,6202,18,9,5
AB51 0SZ,S01006922,5085,15,8,4
AB51 0TA,S01006917,6577,19,10,5
AB51 0TB,S01006919,5868,17,9,5
AB51 0TD,S01006919,5868,17,9,5
AB51 0TE,S01006918,6035,18,9,5
AB51 0TF,S01006917,6577,19,10,5
AB51 0TG,S01006916,6202,18,9,5
AB51 0TH,S01006916,6202,18,9,5
AB51 0TJ,S01006920,5252,16,8,4
AB51 0TL,S01006920,5252,16,8,4
AB51 0TN,S01006919,5868,17,9,5
AB51 0TP,S01006907,4547,14,7,4
AB51 0TQ,S01006920,5252,16,8,4
AB51 0TR,S01006907,4547,14,7,4
AB51 0TS,S01006920,5252,16,8,4
AB51 0TT,S01006920,5252,16,8,4
AB51 0TU,S01006918,6035,18,9,5
AB51 0TW,S01006923,5658,17,9,5
AB51 0TX,S01006923,5658,17,9,5
AB51 0TY,S01006907,4547,14,7,4
AB51 0TZ,S01006920,5252,16,8,4
AB51 0UA,S01006920,5252,16,8,4
AB51 0UB,S01006919,5868,17,9,5
AB51 0UD,S01006919,5868,17,9,5
AB51 0UE,S01006924,4234,13,7,4
AB51 0UF,S01006923,5658,17,9,5
AB51 0UG,S01006923,5658,17,9,5
AB51 0UH,S01006924,4234,13,7,4
AB51 0UJ,S01006924,4234,13,7,4
AB51 0UL,S01006919,5868,17,9,5
AB51 0UN,S01006924,4234,13,7,4
AB51 0UP,S01006920,5252,16,8,4
AB51 0UQ,S01006924,4234,13,7,4
AB51 0UR,S01006924,4234,13,7,4
AB51 0US,S01006920,5252,16,8,4
AB51 0UT,S01006920,5252,16,8,4
AB51 0UU,S01006918,6035,18,9,5
AB51 0UW,S01006923,5658,17,9,5
AB51 0UX,S01006918,6035,18,9,5
AB51 0UY,S01006916,6202,18,9,5
AB51 0UZ,S01006918,6035,18,9,5
AB51 0WA,S01006912,5589,17,9,5
AB51 0WB,S01006907,4547,14,7,4
AB51 0WD,S01006923,5658,17,9,5
AB51 0WE,S01006923,5658,17,9,5
AB51 0WF,S01006923,5658,17,9,5
AB51 0WG,S01006907,4547,14,7,4
AB51 0WH,S01006912,5589,17,9,5
AB51 0WJ,S01006920,5252,16,8,4
AB51 0WL,S01006920,5252,16,8,4
AB51 0WN,S01006917,6577,19,10,5
AB51 0WP,S01006916,6202,18,9,5
AB51 0WQ,S01006907,4547,14,7,4
AB51 0WR,S01006907,4547,14,7,4
AB51 0WS,S01006907,4547,14,7,4
AB51 0WT,S01006907,4547,14,7,4
AB51 0WU,S01006907,4547,14,7,4
AB51 0WW,S01006917,6577,19,10,5
AB51 0WY,S01006923,5658,17,9,5
AB51 0XA,S01006922,5085,15,8,4
AB51 0XB,S01006928,5028,15,8,4
AB51 0XD,S01006928,5028,15,8,4
AB51 0XE,S01006928,5028,15,8,4
AB51 0XF,S01006923,5658,17,9,5
AB51 0XG,S01006923,5658,17,9,5
AB51 0XH,S01006922,5085,15,8,4
AB51 0XJ,S01006922,5085,15,8,4
AB51 0XL,S01006922,5085,15,8,4
AB51 0XN,S01006922,5085,15,8,4
AB51 0XP,S01006916,6202,18,9,5
AB51 0XQ,S01006922,5085,15,8,4
AB51 0XR,S01006922,5085,15,8,4
AB51 0XS,S01006922,5085,15,8,4
AB51 0XT,S01006922,5085,15,8,4
AB51 0XU,S01006922,5085,15,8,4
AB51 0XW,S01006923,5658,17,9,5
AB51 0XX,S01006922,5085,15,8,4
AB51 0XY,S01006922,5085,15,8,4
AB51 0XZ,S01006922,5085,15,8,4
AB51 0YA,S01006922,5085,15,8,4
AB51 0YB,S01006922,5085,15,8,4
AB51 0YD,S01006922,5085,15,8,4
AB51 0YE,S01006922,5085,15,8,4
AB51 0YF,S01006920,5252,16,8,4
AB51 0YG,S01006923,5658,17,9,5
AB51 0YH,S01006923,5658,17,9,5
AB51 0YJ,S01006922,5085,15,8,4
AB51 0YL,S01006920,5252,16,8,4
AB51 0YN,S01006920,5252,16,8,4
AB51 0YP,S01006923,5658,17,9,5
AB51 0YQ,S01006923,5658,17,9,5
AB51 0YR,S01006923,5658,17,9,5
AB51 0YS,S01006923,5658,17,9,5
AB51 0YT,S01006923,5658,17,9,5
AB51 0YU,S01006923,5658,17,9,5
AB51 0YW,S01006923,5658,17,9,5
AB51 0YX,S01006923,5658,17,9,5
AB51 0YY,S01006923,5658,17,9,5
AB51 0YZ,S01006923,5658,17,9,5
AB51 0ZA,S01006907,4547,14,7,4
AB51 0ZB,S01006912,5589,17,9,5
AB51 0ZD,S01006907,4547,14,7,4
AB51 0ZE,S01006907,4547,14,7,4
AB51 0ZF,S01006907,4547,14,7,4
AB51 0ZG,S01006918,6035,18,9,5
AB51 0ZH,S01006907,4547,14,7,4
AB51 0ZJ,S01006907,4547,14,7,4
AB51 0ZN,S01006916,6202,18,9,5
AB51 0ZP,S01006907,4547,14,7,4
AB51 0ZQ,S01006907,4547,14,7,4
AB51 0ZR,S01006907,4547,14,7,4
AB51 0ZS,S01006907,4547,14,7,4
AB51 0ZX,S01006989,5930,18,9,5
AB51 0ZY,S01006989,5930,18,9,5
AB51 0ZZ,S01006907,4547,14,7,4
AB51 1AA,S01006907,4547,14,7,4
AB51 1AB,S01006907,4547,14,7,4
AB51 1AD,S01006907,4547,14,7,4
AB51 1AE,S01006907,4547,14,7,4
AB51 1AF,S01006907,4547,14,7,4
AB51 1AG,S01006907,4547,14,7,4
AB51 1AJ,S01006907,4547,14,7,4
AB51 1AL,S01006907,4547,14,7,4
AB51 1AN,S01006907,4547,14,7,4
AB51 1AP,S01006907,4547,14,7,4
AB51 1AQ,S01006907,4547,14,7,4
AB51 1AR,S01006907,4547,14,7,4
AB51 1AS,S01006907,4547,14,7,4
AB51 1AT,S01006907,4547,14,7,4
AB51 1AU,S01006907,4547,14,7,4
AB51 1AW,S01006907,4547,14,7,4
AB51 1AX,S01006907,4547,14,7,4
AB51 1AY,S01006907,4547,14,7,4
AB51 1AZ,S01006907,4547,14,7,4
AB51 1BA,S01006907,4547,14,7,4
AB51 1BB,S01006907,4547,14,7,4
AB51 1BD,S01006907,4547,14,7,4
AB51 1BE,S01006907,4547,14,7,4
AB51 1BF,S01006907,4547,14,7,4
AB51 1BG,S01006907,4547,14,7,4
AB51 3AA,S01006894,5173,15,8,4
AB51 3AB,S01006905,5669,17,9,5
AB51 3GA,S01006905,5669,17,9,5
AB51 3GB,S01006905,5669,17,9,5
AB51 3GD,S01006907,4547,14,7,4
AB51 3JA,S01006904,5227,15,8,4
AB51 3JB,S01006904,5227,15,8,4
AB51 3JD,S01006904,5227,15,8,4
AB51 3JE,S01006904,5227,15,8,4
AB51 3JF,S01006904,5227,15,8,4
AB51 3JG,S01006904,5227,15,8,4
AB51 3JH,S01006904,5227,15,8,4
AB51 3JJ,S01006904,5227,15,8,4
AB51 3NA,S01006894,5173,15,8,4
AB51 3NB,S01006898,5078,15,8,4
AB51 3NF,S01006894,5173,15,8,4
AB51 3NP,S01006905,5669,17,9,5
AB51 3NW,S01006904,5227,15,8,4
AB51 3PL,S01006907,4547,14,7,4
AB51 3PN,S01006907,4547,14,7,4
AB51 3PR,S01006907,4547,14,7,4
AB51 3PT,S01006904,5227,15,8,4
AB51 3PU,S01006907,4547,14,7,4
AB51 3PW,S01006906,2652,8,4,2
AB51 3PX,S01006907,4547,14,7,4
AB51 3PY,S01006907,4547,14,7,4
AB51 3PZ,S01006904,5227,15,8,4
AB51 3QA,S01006905,5669,17,9,5
AB51 3QB,S01006905,5669,17,9,5
AB51 3QD,S01006898,5078,15,8,4
AB51 3QE,S01006894,5173,15,8,4
AB51 3QF,S01006894,5173,15,8,4
AB51 3QG,S01006894,5173,15,8,4
AB51 3QH,S01006894,5173,15,8,4
AB51 3QJ,S01006905,5669,17,9,5
AB51 3QL,S01006904,5227,15,8,4
AB51 3QN,S01006904,5227,15,8,4
AB51 3QP,S01006905,5669,17,9,5
AB51 3QQ,S01006907,4547,14,7,4
AB51 3QR,S01006908,4630,14,7,4
AB51 3QS,S01006907,4547,14,7,4
AB51 3QT,S01006908,4630,14,7,4
AB51 3QU,S01006894,5173,15,8,4
AB51 3QW,S01006905,5669,17,9,5
AB51 3QX,S01006906,2652,8,4,2
AB51 3QY,S01006907,4547,14,7,4
AB51 3QZ,S01006907,4547,14,7,4
AB51 3RL,S01006903,2681,8,4,2
AB51 3RN,S01006903,2681,8,4,2
AB51 3RP,S01006904,5227,15,8,4
AB51 3RS,S01006906,2652,8,4,2
AB51 3RT,S01006906,2652,8,4,2
AB51 3RU,S01006906,2652,8,4,2
AB51 3RY,S01006907,4547,14,7,4
AB51 3SA,S01006907,4547,14,7,4
AB51 3SB,S01006904,5227,15,8,4
AB51 3SD,S01006907,4547,14,7,4
AB51 3SE,S01006894,5173,15,8,4
AB51 3SF,S01006894,5173,15,8,4
AB51 3SG,S01006894,5173,15,8,4
AB51 3SH,S01006907,4547,14,7,4
AB51 3SJ,S01006907,4547,14,7,4
AB51 3SL,S01006907,4547,14,7,4
AB51 3SN,S01006907,4547,14,7,4
AB51 3SP,S01006907,4547,14,7,4
AB51 3SQ,S01006907,4547,14,7,4
AB51 3SR,S01006907,4547,14,7,4
AB51 3SS,S01006894,5173,15,8,4
AB51 3ST,S01006894,5173,15,8,4
AB51 3SU,S01006894,5173,15,8,4
AB51 3SW,S01006907,4547,14,7,4
AB51 3SX,S01006894,5173,15,8,4
AB51 3SZ,S01006894,5173,15,8,4
AB51 3TA,S01006905,5669,17,9,5
AB51 3TB,S01006894,5173,15,8,4
AB51 3TD,S01006894,5173,15,8,4
AB51 3TE,S01006905,5669,17,9,5
AB51 3TL,S01006907,4547,14,7,4
AB51 3TN,S01006904,5227,15,8,4
AB51 3TQ,S01006904,5227,15,8,4
AB51 3TR,S01006904,5227,15,8,4
AB51 3TS,S01006905,5669,17,9,5
AB51 3TT,S01006904,5227,15,8,4
AB51 3TW,S01006905,5669,17,9,5
AB51 3TX,S01006904,5227,15,8,4
AB51 3TY,S01006904,5227,15,8,4
AB51 3TZ,S01006905,5669,17,9,5
AB51 3UA,S01006904,5227,15,8,4
AB51 3UB,S01006905,5669,17,9,5
AB51 3UD,S01006905,5669,17,9,5
AB51 3UE,S01006903,2681,8,4,2
AB51 3UF,S01006903,2681,8,4,2
AB51 3UG,S01006903,2681,8,4,2
AB51 3UH,S01006902,3918,12,6,3
AB51 3UJ,S01006905,5669,17,9,5
AB51 3UL,S01006905,5669,17,9,5
AB51 3UN,S01006904,5227,15,8,4
AB51 3UP,S01006902,3918,12,6,3
AB51 3UQ,S01006904,5227,15,8,4
AB51 3UR,S01006904,5227,15,8,4
AB51 3US,S01006903,2681,8,4,2
AB51 3UT,S01006903,2681,8,4,2
AB51 3UU,S01006903,2681,8,4,2
AB51 3UW,S01006904,5227,15,8,4
AB51 3UX,S01006903,2681,8,4,2
AB51 3UZ,S01006903,2681,8,4,2
AB51 3WA,S01006894,5173,15,8,4
AB51 3WB,S01006894,5173,15,8,4
AB51 3WD,S01006905,5669,17,9,5
AB51 3WE,S01006894,5173,15,8,4
AB51 3WF,S01006902,3918,12,6,3
AB51 3WG,S01006902,3918,12,6,3
AB51 3WH,S01006902,3918,12,6,3
AB51 3WJ,S01006902,3918,12,6,3
AB51 3WL,S01006894,5173,15,8,4
AB51 3WN,S01006902,3918,12,6,3
AB51 3WP,S01006894,5173,15,8,4
AB51 3WQ,S01006902,3918,12,6,3
AB51 3WR,S01006905,5669,17,9,5
AB51 3WS,S01006907,4547,14,7,4
AB51 3WT,S01006894,5173,15,8,4
AB51 3WU,S01006902,3918,12,6,3
AB51 3WW,S01006907,4547,14,7,4
AB51 3WX,S01006902,3918,12,6,3
AB51 3WY,S01006894,5173,15,8,4
AB51 3WZ,S01006907,4547,14,7,4
AB51 3XA,S01006903,2681,8,4,2
AB51 3XB,S01006903,2681,8,4,2
AB51 3XD,S01006903,2681,8,4,2
AB51 3XE,S01006903,2681,8,4,2
AB51 3XF,S01006903,2681,8,4,2
AB51 3XG,S01006903,2681,8,4,2
AB51 3XH,S01006903,2681,8,4,2
AB51 3XJ,S01006903,2681,8,4,2
AB51 3XL,S01006903,2681,8,4,2
AB51 3XN,S01006907,4547,14,7,4
AB51 3XP,S01006907,4547,14,7,4
AB51 3XQ,S01006907,4547,14,7,4
AB51 3XR,S01006907,4547,14,7,4
AB51 3XS,S01006907,4547,14,7,4
AB51 3XT,S01006905,5669,17,9,5
AB51 3XU,S01006907,4547,14,7,4
AB51 3XW,S01006907,4547,14,7,4
AB51 3XX,S01006905,5669,17,9,5
AB51 3XY,S01006905,5669,17,9,5
AB51 3XZ,S01006907,4547,14,7,4
AB51 3YA,S01006905,5669,17,9,5
AB51 3YB,S01006906,2652,8,4,2
AB51 3YD,S01006906,2652,8,4,2
AB51 3YE,S01006906,2652,8,4,2
AB51 3YF,S01006907,4547,14,7,4
AB51 3YG,S01006906,2652,8,4,2
AB51 3YH,S01006902,3918,12,6,3
AB51 3YJ,S01006906,2652,8,4,2
AB51 3YL,S01006906,2652,8,4,2
AB51 3YN,S01006902,3918,12,6,3
AB51 3YP,S01006902,3918,12,6,3
AB51 3YQ,S01006902,3918,12,6,3
AB51 3YR,S01006906,2652,8,4,2
AB51 3YS,S01006906,2652,8,4,2
AB51 3YT,S01006906,2652,8,4,2
AB51 3YU,S01006906,2652,8,4,2
AB51 3YW,S01006906,2652,8,4,2
AB51 3YX,S01006906,2652,8,4,2
AB51 3YY,S01006906,2652,8,4,2
AB51 3YZ,S01006902,3918,12,6,3
AB51 3ZA,S01006589,3514,11,6,3
AB51 3ZB,S01006905,5669,17,9,5
AB51 3ZD,S01006907,4547,14,7,4
AB51 3ZE,S01006905,5669,17,9,5
AB51 3ZF,S01006905,5669,17,9,5
AB51 3ZG,S01006905,5669,17,9,5
AB51 3ZN,S01006905,5669,17,9,5
AB51 3ZY,S01006907,4547,14,7,4
AB51 4AA,S01006907,4547,14,7,4
AB51 4AF,S01006908,4630,14,7,4
AB51 4AS,S01006908,4630,14,7,4
AB51 4AT,S01006908,4630,14,7,4
AB51 4AU,S01006908,4630,14,7,4
AB51 4DE,S01006901,4484,13,7,4
AB51 4DF,S01006901,4484,13,7,4
AB51 4DG,S01006898,5078,15,8,4
AB51 4DJ,S01006901,4484,13,7,4
AB51 4DL,S01006901,4484,13,7,4
AB51 4DW,S01006896,5293,16,8,4
AB51 4DZ,S01006898,5078,15,8,4
AB51 4EW,S01006898,5078,15,8,4
AB51 4EZ,S01006898,5078,15,8,4
AB51 4FA,S01006896,5293,16,8,4
AB51 4FB,S01006898,5078,15,8,4
AB51 4FD,S01006898,5078,15,8,4
AB51 4FE,S01006898,5078,15,8,4
AB51 4FF,S01006898,5078,15,8,4
AB51 4FG,S01006898,5078,15,8,4
AB51 4FH,S01006907,4547,14,7,4
AB51 4FJ,S01006900,6513,19,10,5
AB51 4FL,S01006900,6513,19,10,5
AB51 4FN,S01006900,6513,19,10,5
AB51 4FP,S01006900,6513,19,10,5
