Postcode,DZ,SIMD16_Rank,SIMD16_Vigintile,SIMD16_Decile,SIMD16_Quintile
AB1 0AA,S01006514,6808,20,10,5
AB1 0AB,S01006514,6808,20,10,5
AB1 0AD,S01006514,6808,20,10,5
AB1 0AE,S01006853,5503,16,8,4
AB1 0AF,S01006511,6668,20,10,5
AB1 0AG,S01006506,5272,16,8,4
AB1 0AJ,S01006514,6808,20,10,5
AB1 0AL,S01006511,6668,20,10,5
AB1 0AN,S01006514,6808,20,10,5
AB1 0AP,S01006514,6808,20,10,5
AB1 0AQ,S01006514,6808,20,10,5
AB1 0AR,S01006853,5503,16,8,4
AB1 0AS,S01006853,5503,16,8,4
AB1 0AT,S01006853,5503,16,8,4
AB1 0AX,S01006853,5503,16,8,4
AB1 0BA,S01006853,5503,16,8,4
AB1 0BB,S01006853,5503,16,8,4
AB1 0BD,S01006853,5503,16,8,4
AB1 0BE,S01006853,5503,16,8,4
AB1 0BJ,S01006853,5503,16,8,4
AB1 0BL,S01006853,5503,16,8,4
AB1 0BN,S01006853,5503,16,8,4
AB1 0BP,S01006853,5503,16,8,4
AB1 0BQ,S01006853,5503,16,8,4
AB1 0BR,S01006853,5503,16,8,4
AB1 0BS,S01006853,5503,16,8,4
AB1 0BT,S01006853,5503,16,8,4
AB1 0BX,S01006853,5503,16,8,4
AB1 0BY,S01006853,5503,16,8,4
AB1 0BZ,S01006853,5503,16,8,4
AB1 0DA,S01006853,5503,16,8,4
AB1 0DB,S01006853,5503,16,8,4
AB1 0DD,S01006853,5503,16,8,4
AB1 0DJ,S01006514,6808,20,10,5
AB1 0DL,S01006514,6808,20,10,5
AB1 0DN,S01006514,6808,20,10,5
AB1 0DP,S01006514,6808,20,10,5
AB1 0DQ,S01006514,6808,20,10,5
AB1 0DR,S01006513,5845,17,9,5
AB1 0DS,S01006513,5845,17,9,5
AB1 0DT,S01006513,5845,17,9,5
AB1 0DU,S01006514,6808,20,10,5
AB1 0DX,S01006516,6259,18,9,5
AB1 0DY,S01006514,6808,20,10,5
AB1 0EA,S01006516,6259,18,9,5
AB1 0EB,S01006513,5845,17,9,5
AB1 0ED,S01006513,5845,17,9,5
AB1 0EE,S01006513,5845,17,9,5
AB1 0EF,S01006514,6808,20,10,5
AB1 0EH,S01006514,6808,20,10,5
AB1 0EJ,S01006514,6808,20,10,5
AB1 0EL,S01006515,6322,19,10,5
AB1 0EN,S01006514,6808,20,10,5
AB1 0EP,S01006515,6322,19,10,5
AB1 0EQ,S01006515,6322,19,10,5
AB1 0ER,S01006515,6322,19,10,5
AB1 0ES,S01006515,6322,19,10,5
AB1 0ET,S01006515,6322,19,10,5
AB1 0EU,S01006514,6808,20,10,5
AB1 0EW,S01006514,6808,20,10,5
AB1 0EX,S01006515,6322,19,10,5
AB1 0HA,S01006514,6808,20,10,5
AB1 0HB,S01006514,6808,20,10,5
AB1 0HD,S01006514,6808,20,10,5
AB1 0HJ,S01006513,5845,17,9,5
AB1 0HL,S01006516,6259,18,9,5
AB1 0HN,S01006513,5845,17,9,5
AB1 0HP,S01006513,5845,17,9,5
AB1 0HQ,S01006513,5845,17,9,5
AB1 0HR,S01006513,5845,17,9,5
AB1 0HS,S01006516,6259,18,9,5
AB1 0HT,S01006516,6259,18,9,5
AB1 0HU,S01006513,5845,17,9,5
AB1 0HX,S01006516,6259,18,9,5
AB1 0JA,S01006515,6322,19,10,5
AB1 0JB,S01006515,6322,19,10,5
AB1 0JD,S01006515,6322,19,10,5
AB1 0JE,S01006515,6322,19,10,5
AB1 0JG,S01006515,6322,19,10,5
AB1 0JH,S01006515,6322,19,10,5
AB1 0JJ,S01006515,6322,19,10,5
AB1 0JL,S01006515,6322,19,10,5
AB1 0JN,S01006515,6322,19,10,5
AB1 0JP,S01006516,6259,18,9,5
AB1 0JQ,S01006516,6259,18,9,5
AB1 0JR,S01006516,6259,18,9,5
AB1 0JS,S01006516,6259,18,9,5
AB1 0JT,S01006515,6322,19,10,5
AB1 0JU,S01006515,6322,19,10,5
AB1 0JW,S01006515,6322,19,10,5
AB1 0JX,S01006515,6322,19,10,5
AB1 0JY,S01006515,6322,19,10,5
AB1 0JZ,S01006515,6322,19,10,5
AB1 0LA,S01006508,6321,19,10,5
AB1 0LB,S01006507,4838,14,7,4
AB1 0LD,S01006507,4838,14,7,4
AB1 0LE,S01006506,5272,16,8,4
AB1 0LJ,S01006506,5272,16,8,4
AB1 0LL,S01006506,5272,16,8,4
AB1 0LN,S01006506,5272,16,8,4
AB1 0LP,S01006506,5272,16,8,4
AB1 0LQ,S01006506,5272,16,8,4
AB1 0LR,S01006506,5272,16,8,4
AB1 0LS,S01006506,5272,16,8,4
AB1 0LT,S01006857,5556,16,8,4
AB1 0LX,S01006508,6321,19,10,5
AB1 0NA,S01006508,6321,19,10,5
AB1 0NB,S01006857,5556,16,8,4
AB1 0ND,S01006857,5556,16,8,4
AB1 0NE,S01006511,6668,20,10,5
AB1 0NJ,S01006512,5865,17,9,5
AB1 0NL,S01006512,5865,17,9,5
AB1 0NN,S01006507,4838,14,7,4
AB1 0NP,S01006512,5865,17,9,5
AB1 0NQ,S01006511,6668,20,10,5
AB1 0NR,S01006511,6668,20,10,5
AB1 0NS,S01006512,5865,17,9,5
AB1 0NT,S01006512,5865,17,9,5
AB1 0NX,S01006512,5865,17,9,5
AB1 0PA,S01006512,5865,17,9,5
AB1 0PB,S01006512,5865,17,9,5
AB1 0PD,S01006512,5865,17,9,5
AB1 0PE,S01006512,5865,17,9,5
AB1 0PG,S01006512,5865,17,9,5
AB1 0PJ,S01006512,5865,17,9,5
AB1 0PL,S01006512,5865,17,9,5
AB1 0PN,S01006512,5865,17,9,5
AB1 0PP,S01006512,5865,17,9,5
AB1 0PQ,S01006512,5865,17,9,5
AB1 0PR,S01006512,5865,17,9,5
AB1 0PS,S01006510,4049,12,6,3
AB1 0PT,S01006506,5272,16,8,4
AB1 0PU,S01006506,5272,16,8,4
AB1 0PX,S01006506,5272,16,8,4
AB1 0QA,S01006506,5272,16,8,4
AB1 0QB,S01006510,4049,12,6,3
AB1 0QD,S01006510,4049,12,6,3
AB1 0QG,S01006510,4049,12,6,3
AB1 0QJ,S01006510,4049,12,6,3
AB1 0QL,S01006511,6668,20,10,5
AB1 0QN,S01006511,6668,20,10,5
AB1 0QP,S01006511,6668,20,10,5
AB1 0QQ,S01006514,6808,20,10,5
AB1 0QR,S01006511,6668,20,10,5
AB1 0QS,S01006514,6808,20,10,5
AB1 0QT,S01006511,6668,20,10,5
AB1 0QX,S01006514,6808,20,10,5
AB1 0RA,S01006514,6808,20,10,5
AB1 0RB,S01006511,6668,20,10,5
AB1 0RD,S01006511,6668,20,10,5
AB1 0RE,S01006507,4838,14,7,4
AB1 0RF,S01006507,4838,14,7,4
AB1 0RH,S01006507,4838,14,7,4
AB1 0RJ,S01006511,6668,20,10,5
AB1 0RL,S01006511,6668,20,10,5
AB1 0RN,S01006511,6668,20,10,5
AB1 0RP,S01006511,6668,20,10,5
AB1 0RQ,S01006511,6668,20,10,5
AB1 0RR,S01006510,4049,12,6,3
AB1 0RS,S01006510,4049,12,6,3
AB1 0RT,S01006510,4049,12,6,3
AB1 0RU,S01006507,4838,14,7,4
AB1 0RW,S01006507,4838,14,7,4
AB1 0RX,S01006510,4049,12,6,3
AB1 0RY,S01006507,4838,14,7,4
AB1 0RZ,S01006507,4838,14,7,4
AB1 0SA,S01006506,5272,16,8,4
AB1 0SB,S01006506,5272,16,8,4
AB1 0SD,S01006510,4049,12,6,3
AB1 0SE,S01006507,4838,14,7,4
AB1 0SF,S01006509,5363,16,8,4
AB1 0SG,S01006506,5272,16,8,4
AB1 0SH,S01006510,4049,12,6,3
AB1 0SJ,S01006510,4049,12,6,3
AB1 0SL,S01006510,4049,12,6,3
AB1 0SN,S01006510,4049,12,6,3
AB1 0SP,S01006510,4049,12,6,3
AB1 0SQ,S01006510,4049,12,6,3
AB1 0SR,S01006510,4049,12,6,3
AB1 0SS,S01006511,6668,20,10,5
AB1 0ST,S01006511,6668,20,10,5
AB1 0SU,S01006506,5272,16,8,4
AB1 0SX,S01006510,4049,12,6,3
AB1 0TA,S01006510,4049,12,6,3
AB1 0TB,S01006509,5363,16,8,4
AB1 0TD,S01006510,4049,12,6,3
AB1 0TJ,S01006510,4049,12,6,3
AB1 0TL,S01006509,5363,16,8,4
AB1 0TN,S01006509,5363,16,8,4
AB1 0TP,S01006509,5363,16,8,4
AB1 0TQ,S01006507,4838,14,7,4
AB1 0TR,S01006509,5363,16,8,4
AB1 0TS,S01006509,5363,16,8,4
AB1 0TT,S01006509,5363,16,8,4
AB1 0TX,S01006509,5363,16,8,4
AB1 0UA,S01006508,6321,19,10,5
AB1 0UB,S01006509,5363,16,8,4
AB1 0UD,S01006506,5272,16,8,4
AB1 0UE,S01006506,5272,16,8,4
AB1 0UJ,S01006506,5272,16,8,4
AB1 0UL,S01006506,5272,16,8,4
AB1 0UN,S01006506,5272,16,8,4
AB1 0UP,S01006506,5272,16,8,4
AB1 0UQ,S01006506,5272,16,8,4
AB1 0UR,S01006506,5272,16,8,4
AB1 0US,S01006506,5272,16,8,4
AB1 0UT,S01006508,6321,19,10,5
AB1 0UX,S01006508,6321,19,10,5
AB1 0WA,S01006508,6321,19,10,5
AB1 0WB,S01006508,6321,19,10,5
AB1 0WD,S01006506,5272,16,8,4
AB1 0WE,S01006508,6321,19,10,5
AB1 0WF,S01006508,6321,19,10,5
AB1 0WG,S01006508,6321,19,10,5
AB1 0WH,S01006508,6321,19,10,5
AB1 0WN,S01006508,6321,19,10,5
AB1 0XA,S01006508,6321,19,10,5
AB1 0XB,S01006507,4838,14,7,4
AB1 0XD,S01006507,4838,14,7,4
AB1 0XE,S01006507,4838,14,7,4
AB1 0XJ,S01006512,5865,17,9,5
AB1 0XL,S01006507,4838,14,7,4
AB1 0XN,S01006512,5865,17,9,5
AB1 0XP,S01006512,5865,17,9,5
AB1 0XQ,S01006507,4838,14,7,4
AB1 0XR,S01006507,4838,14,7,4
AB1 0XU,S01006507,4838,14,7,4
AB1 1AA,S01006589,3514,11,6,3
AB1 1AB,S01006589,3514,11,6,3
AB1 1AD,S01006589,3514,11,6,3
AB1 1AE,S01006589,3514,11,6,3
AB1 1AG,S01006646,4907,15,8,4
AB1 1AH,S01006646,4907,15,8,4
AB1 1AJ,S01006589,3514,11,6,3
AB1 1AP,S01006646,4907,15,8,4
AB1 1AQ,S01006586,3290,10,5,3
AB1 1AR,S01006586,3290,10,5,3
AB1 1AU,S01006586,3290,10,5,3
AB1 1AW,S01006586,3290,10,5,3
AB1 1AZ,S01006646,4907,15,8,4
AB1 1BA,S01006646,4907,15,8,4
AB1 1BB,S01006586,3290,10,5,3
AB1 1BD,S01006586,3290,10,5,3
AB1 1BE,S01006588,4362,13,7,4
AB1 1BH,S01006647,2606,8,4,2
AB1 1BJ,S01006647,2606,8,4,2
AB1 1BL,S01006586,3290,10,5,3
AB1 1BN,S01006646,4907,15,8,4
AB1 1BP,S01006646,4907,15,8,4
AB1 1BQ,S01006646,4907,15,8,4
AB1 1BR,S01006646,4907,15,8,4
AB1 1BS,S01006648,4379,13,7,4
AB1 1BT,S01006646,4907,15,8,4
AB1 1BU,S01006646,4907,15,8,4
AB1 1BX,S01006646,4907,15,8,4
AB1 1BY,S01006647,2606,8,4,2
AB1 1BZ,S01006646,4907,15,8,4
AB1 1DA,S01006646,4907,15,8,4
AB1 1DB,S01006646,4907,15,8,4
AB1 1DD,S01006646,4907,15,8,4
AB1 1DE,S01006646,4907,15,8,4
AB1 1DF,S01006646,4907,15,8,4
AB1 1DG,S01006646,4907,15,8,4
AB1 1DH,S01006646,4907,15,8,4
AB1 1DJ,S01006646,4907,15,8,4
AB1 1DL,S01006647,2606,8,4,2
AB1 1DN,S01006646,4907,15,8,4
AB1 1DP,S01006647,2606,8,4,2
AB1 1DQ,S01006647,2606,8,4,2
AB1 1DR,S01006647,2606,8,4,2
AB1 1DS,S01006647,2606,8,4,2
AB1 1DT,S01006647,2606,8,4,2
AB1 1DU,S01006647,2606,8,4,2
AB1 1DW,S01006647,2606,8,4,2
AB1 1DX,S01006647,2606,8,4,2
AB1 1DY,S01006647,2606,8,4,2
AB1 1DZ,S01006646,4907,15,8,4
AB1 1EA,S01006647,2606,8,4,2
AB1 1EB,S01006646,4907,15,8,4
AB1 1ED,S01006648,4379,13,7,4
AB1 1EE,S01006648,4379,13,7,4
AB1 1EF,S01006648,4379,13,7,4
AB1 1EG,S01006645,1260,4,2,1
AB1 1EH,S01006648,4379,13,7,4
AB1 1EJ,S01006648,4379,13,7,4
AB1 1EL,S01006648,4379,13,7,4
AB1 1EN,S01006648,4379,13,7,4
AB1 1EP,S01006648,4379,13,7,4
AB1 1EQ,S01006645,1260,4,2,1
AB1 1ER,S01006648,4379,13,7,4
AB1 1ES,S01006645,1260,4,2,1
AB1 1ET,S01006652,4826,14,7,4
AB1 1EU,S01006645,1260,4,2,1
AB1 1EW,S01006645,1260,4,2,1
AB1 1EX,S01006646,4907,15,8,4
AB1 1EY,S01006645,1260,4,2,1
AB1 1EZ,S01006645,1260,4,2,1
AB1 1FA,S01006645,1260,4,2,1
AB1 1FB,S01006645,1260,4,2,1
AB1 1FD,S01006645,1260,4,2,1
AB1 1FE,S01006645,1260,4,2,1
AB1 1FF,S01006646,4907,15,8,4
AB1 1FG,S01006646,4907,15,8,4
AB1 1FH,S01006647,2606,8,4,2
AB1 1HA,S01006645,1260,4,2,1
AB1 1HB,S01006645,1260,4,2,1
AB1 1HD,S01006645,1260,4,2,1
AB1 1HE,S01006586,3290,10,5,3
AB1 1HF,S01006586,3290,10,5,3
AB1 1HG,S01006648,4379,13,7,4
AB1 1HH,S01006586,3290,10,5,3
AB1 1HJ,S01006645,1260,4,2,1
AB1 1HL,S01006646,4907,15,8,4
AB1 1HN,S01006646,4907,15,8,4
AB1 1HP,S01006586,3290,10,5,3
AB1 1HQ,S01006586,3290,10,5,3
AB1 1HR,S01006646,4907,15,8,4
AB1 1HS,S01006646,4907,15,8,4
AB1 1HT,S01006648,4379,13,7,4
AB1 1HU,S01006648,4379,13,7,4
AB1 1HW,S01006646,4907,15,8,4
AB1 1HX,S01006648,4379,13,7,4
AB1 1HY,S01006648,4379,13,7,4
AB1 1HZ,S01006646,4907,15,8,4
AB1 1JA,S01006648,4379,13,7,4
AB1 1JB,S01006648,4379,13,7,4
AB1 1JD,S01006586,3290,10,5,3
AB1 1JE,S01006586,3290,10,5,3
AB1 1JF,S01006586,3290,10,5,3
AB1 1JG,S01006586,3290,10,5,3
AB1 1JH,S01006586,3290,10,5,3
AB1 1JJ,S01006586,3290,10,5,3
AB1 1JL,S01006586,3290,10,5,3
AB1 1JN,S01006586,3290,10,5,3
AB1 1JP,S01006586,3290,10,5,3
AB1 1JQ,S01006586,3290,10,5,3
AB1 1JR,S01006586,3290,10,5,3
AB1 1JS,S01006586,3290,10,5,3
AB1 1JT,S01006586,3290,10,5,3
AB1 1JU,S01006586,3290,10,5,3
AB1 1JW,S01006648,4379,13,7,4
AB1 1JX,S01006586,3290,10,5,3
AB1 1JY,S01006648,4379,13,7,4
AB1 1JZ,S01006586,3290,10,5,3
AB1 1LB,S01006648,4379,13,7,4
AB1 1LD,S01006648,4379,13,7,4
AB1 1LE,S01006648,4379,13,7,4
AB1 1LF,S01006648,4379,13,7,4
AB1 1LG,S01006656,4580,14,7,4
AB1 1LH,S01006648,4379,13,7,4
AB1 1LL,S01006648,4379,13,7,4
AB1 1LN,S01006648,4379,13,7,4
AB1 1LP,S01006648,4379,13,7,4
AB1 1LQ,S01006648,4379,13,7,4
AB1 1LR,S01006648,4379,13,7,4
AB1 1LS,S01006648,4379,13,7,4
AB1 1LT,S01006648,4379,13,7,4
AB1 1LU,S01006648,4379,13,7,4
AB1 1LW,S01006648,4379,13,7,4
AB1 1LX,S01006648,4379,13,7,4
AB1 1LY,S01006648,4379,13,7,4
AB1 1LZ,S01006648,4379,13,7,4
AB1 1NA,S01006648,4379,13,7,4
AB1 1NB,S01006648,4379,13,7,4
AB1 1ND,S01006648,4379,13,7,4
AB1 1NE,S01006586,3290,10,5,3
AB1 1NG,S01006564,2834,9,5,3
AB1 1NH,S01006586,3290,10,5,3
AB1 1NJ,S01006586,3290,10,5,3
AB1 1NL,S01006586,3290,10,5,3
AB1 1NN,S01006586,3290,10,5,3
AB1 1NP,S01006586,3290,10,5,3
AB1 1NQ,S01006586,3290,10,5,3
AB1 1NR,S01006564,2834,9,5,3
AB1 1NS,S01006564,2834,9,5,3
AB1 1NT,S01006586,3290,10,5,3
AB1 1NU,S01006586,3290,10,5,3
AB1 1NX,S01006586,3290,10,5,3
AB1 1NY,S01006564,2834,9,5,3
AB1 1PB,S01006564,2834,9,5,3
AB1 1PD,S01006564,2834,9,5,3
AB1 1PE,S01006584,6802,20,10,5
AB1 1PF,S01006564,2834,9,5,3
AB1 1PG,S01006564,2834,9,5,3
AB1 1PJ,S01006586,3290,10,5,3
AB1 1PL,S01006586,3290,10,5,3
AB1 1PN,S01006586,3290,10,5,3
AB1 1PP,S01006565,3870,12,6,3
AB1 1PQ,S01006565,3870,12,6,3
AB1 1PR,S01006565,3870,12,6,3
AB1 1PS,S01006565,3870,12,6,3
AB1 1PT,S01006648,4379,13,7,4
AB1 1PU,S01006648,4379,13,7,4
AB1 1PX,S01006586,3290,10,5,3
AB1 1PY,S01006586,3290,10,5,3
AB1 1QA,S01006586,3290,10,5,3
AB1 1QB,S01006586,3290,10,5,3
AB1 1QD,S01006586,3290,10,5,3
AB1 1QE,S01006586,3290,10,5,3
AB1 1QH,S01006585,1842,6,3,2
AB1 1QJ,S01006584,6802,20,10,5
AB1 1QL,S01006584,6802,20,10,5
AB1 1QN,S01006584,6802,20,10,5
AB1 1QP,S01006584,6802,20,10,5
AB1 1QQ,S01006564,2834,9,5,3
AB1 1QR,S01006586,3290,10,5,3
AB1 1QS,S01006586,3290,10,5,3
AB1 1QT,S01006586,3290,10,5,3
AB1 1QU,S01006586,3290,10,5,3
AB1 1QW,S01006586,3290,10,5,3
AB1 1QX,S01006586,3290,10,5,3
AB1 1QZ,S01006586,3290,10,5,3
AB1 1RA,S01006586,3290,10,5,3
AB1 1RB,S01006586,3290,10,5,3
AB1 1RD,S01006586,3290,10,5,3
AB1 1RE,S01006586,3290,10,5,3
AB1 1RF,S01006586,3290,10,5,3
AB1 1RH,S01006586,3290,10,5,3
AB1 1RJ,S01006586,3290,10,5,3
AB1 1RL,S01006586,3290,10,5,3
AB1 1RN,S01006586,3290,10,5,3
AB1 1RP,S01006586,3290,10,5,3
AB1 1RQ,S01006586,3290,10,5,3
AB1 1RR,S01006586,3290,10,5,3
AB1 1RS,S01006586,3290,10,5,3
AB1 1RT,S01006585,1842,6,3,2
AB1 1RU,S01006585,1842,6,3,2
AB1 1RX,S01006586,3290,10,5,3
AB1 1RY,S01006586,3290,10,5,3
AB1 1SA,S01006585,1842,6,3,2
AB1 1SB,S01006585,1842,6,3,2
AB1 1SD,S01006585,1842,6,3,2
AB1 1SE,S01006585,1842,6,3,2
AB1 1SF,S01006586,3290,10,5,3
AB1 1SH,S01006586,3290,10,5,3
AB1 1SJ,S01006586,3290,10,5,3
AB1 1SL,S01006585,1842,6,3,2
AB1 1SN,S01006585,1842,6,3,2
AB1 1SP,S01006585,1842,6,3,2
AB1 1SQ,S01006585,1842,6,3,2
AB1 1SR,S01006585,1842,6,3,2
AB1 1SS,S01006585,1842,6,3,2
AB1 1ST,S01006585,1842,6,3,2
AB1 1SU,S01006584,6802,20,10,5
AB1 1SY,S01006585,1842,6,3,2
AB1 1TA,S01006585,1842,6,3,2
AB1 1TB,S01006585,1842,6,3,2
AB1 1TD,S01006585,1842,6,3,2
AB1 1TE,S01006586,3290,10,5,3
AB1 1TF,S01006585,1842,6,3,2
AB1 1TH,S01006586,3290,10,5,3
AB1 1TJ,S01006586,3290,10,5,3
AB1 1TL,S01006586,3290,10,5,3
AB1 1TN,S01006585,1842,6,3,2
AB1 1TP,S01006585,1842,6,3,2
AB1 1TQ,S01006585,1842,6,3,2
AB1 1TR,S01006585,1842,6,3,2
AB1 1TS,S01006585,1842,6,3,2
AB1 1TT,S01006571,6244,18,9,5
AB1 1TU,S01006571,6244,18,9,5
AB1 1TW,S01006585,1842,6,3,2
AB1 1TX,S01006585,1842,6,3,2
AB1 1TY,S01006584,6802,20,10,5
AB1 1TZ,S01006584,6802,20,10,5
AB1 1UA,S01006585,1842,6,3,2
AB1 1UB,S01006584,6802,20,10,5
AB1 1UD,S01006585,1842,6,3,2
AB1 1UE,S01006584,6802,20,10,5
AB1 1UF,S01006571,6244,18,9,5
AB1 1UG,S01006584,6802,20,10,5
AB1 1UH,S01006584,6802,20,10,5
AB1 1UJ,S01006584,6802,20,10,5
AB1 1UL,S01006571,6244,18,9,5
AB1 1UN,S01006571,6244,18,9,5
AB1 1UP,S01006571,6244,18,9,5
AB1 1UQ,S01006571,6244,18,9,5
AB1 1UR,S01006584,6802,20,10,5
AB1 1US,S01006571,6244,18,9,5
AB1 1UT,S01006584,6802,20,10,5
AB1 1UU,S01006584,6802,20,10,5
AB1 1UW,S01006584,6802,20,10,5
AB1 1UX,S01006584,6802,20,10,5
AB1 1UY,S01006585,1842,6,3,2
AB1 1UZ,S01006585,1842,6,3,2
AB1 1XA,S01006584,6802,20,10,5
AB1 1XB,S01006571,6244,18,9,5
AB1 1XD,S01006585,1842,6,3,2
AB1 1XE,S01006571,6244,18,9,5
AB1 1XF,S01006571,6244,18,9,5
AB1 1XG,S01006584,6802,20,10,5
AB1 1XH,S01006571,6244,18,9,5
AB1 1XJ,S01006585,1842,6,3,2
AB1 1XL,S01006571,6244,18,9,5
AB1 1XN,S01006571,6244,18,9,5
AB1 1XP,S01006571,6244,18,9,5
AB1 1XQ,S01006584,6802,20,10,5
AB1 1XR,S01006571,6244,18,9,5
AB1 1XS,S01006584,6802,20,10,5
AB1 1XT,S01006584,6802,20,10,5
AB1 1XU,S01006584,6802,20,10,5
AB1 1XW,S01006571,6244,18,9,5
AB1 1XX,S01006584,6802,20,10,5
AB1 1XY,S01006571,6244,18,9,5
AB1 1YA,S01006571,6244,18,9,5
AB1 1YB,S01006571,6244,18,9,5
AB1 1YD,S01006571,6244,18,9,5
AB1 1YE,S01006571,6244,18,9,5
AB1 1YH,S01006571,6244,18,9,5
AB1 1YJ,S01006571,6244,18,9,5
AB1 1YL,S01006571,6244,18,9,5
AB1 1YN,S01006571,6244,18,9,5
AB1 1YP,S01006571,6244,18,9,5
AB1 1YT,S01006571,6244,18,9,5
AB1 2AA,S01006587,1506,5,3,2
AB1 2AB,S01006587,1506,5,3,2
AB1 2AD,S01006589,3514,11,6,3
AB1 2AE,S01006587,1506,5,3,2
AB1 2AF,S01006587,1506,5,3,2
AB1 2AG,S01006587,1506,5,3,2
AB1 2AH,S01006587,1506,5,3,2
AB1 2AJ,S01006589,3514,11,6,3
AB1 2AL,S01006587,1506,5,3,2
AB1 2AN,S01006589,3514,11,6,3
AB1 2AP,S01006589,3514,11,6,3
AB1 2AQ,S01006637,3440,10,5,3
AB1 2AR,S01006637,3440,10,5,3
AB1 2AS,S01006637,3440,10,5,3
AB1 2AT,S01006637,3440,10,5,3
AB1 2AU,S01006589,3514,11,6,3
AB1 2AW,S01006587,1506,5,3,2
AB1 2AX,S01006589,3514,11,6,3
AB1 2AY,S01006637,3440,10,5,3
AB1 2AZ,S01006587,1506,5,3,2
AB1 2BA,S01006586,3290,10,5,3
AB1 2BB,S01006586,3290,10,5,3
AB1 2BD,S01006588,4362,13,7,4
AB1 2BE,S01006637,3440,10,5,3
AB1 2BF,S01006589,3514,11,6,3
AB1 2BG,S01006586,3290,10,5,3
AB1 2BH,S01006588,4362,13,7,4
AB1 2BJ,S01006588,4362,13,7,4
AB1 2BL,S01006588,4362,13,7,4
AB1 2BN,S01006588,4362,13,7,4
AB1 2BP,S01006589,3514,11,6,3
AB1 2BQ,S01006582,3356,10,5,3
AB1 2BR,S01006582,3356,10,5,3
AB1 2BS,S01006582,3356,10,5,3
AB1 2BT,S01006582,3356,10,5,3
AB1 2BU,S01006589,3514,11,6,3
AB1 2BW,S01006589,3514,11,6,3
AB1 2BX,S01006582,3356,10,5,3
AB1 2BY,S01006589,3514,11,6,3
AB1 2BZ,S01006589,3514,11,6,3
AB1 2DA,S01006582,3356,10,5,3
AB1 2DB,S01006582,3356,10,5,3
AB1 2DD,S01006582,3356,10,5,3
AB1 2DE,S01006582,3356,10,5,3
AB1 2DF,S01006582,3356,10,5,3
AB1 2DG,S01006582,3356,10,5,3
AB1 2DH,S01006582,3356,10,5,3
AB1 2DJ,S01006582,3356,10,5,3
AB1 2DL,S01006582,3356,10,5,3
AB1 2DN,S01006582,3356,10,5,3
AB1 2DP,S01006582,3356,10,5,3
AB1 2DQ,S01006587,1506,5,3,2
AB1 2DR,S01006587,1506,5,3,2
AB1 2DS,S01006590,3220,10,5,3
AB1 2DT,S01006582,3356,10,5,3
AB1 2DU,S01006582,3356,10,5,3
AB1 2DW,S01006582,3356,10,5,3
AB1 2DX,S01006587,1506,5,3,2
AB1 2DY,S01006590,3220,10,5,3
AB1 2DZ,S01006590,3220,10,5,3
AB1 2EA,S01006582,3356,10,5,3
AB1 2EB,S01006582,3356,10,5,3
AB1 2ED,S01006582,3356,10,5,3
AB1 2EE,S01006590,3220,10,5,3
AB1 2EF,S01006590,3220,10,5,3
AB1 2EG,S01006590,3220,10,5,3
AB1 2EH,S01006590,3220,10,5,3
AB1 2EJ,S01006582,3356,10,5,3
AB1 2EL,S01006582,3356,10,5,3
AB1 2EN,S01006582,3356,10,5,3
AB1 2EP,S01006582,3356,10,5,3
AB1 2EQ,S01006582,3356,10,5,3
AB1 2ER,S01006583,6168,18,9,5
AB1 2ES,S01006583,6168,18,9,5
AB1 2ET,S01006590,3220,10,5,3
AB1 2EU,S01006582,3356,10,5,3
AB1 2EW,S01006582,3356,10,5,3
AB1 2EX,S01006590,3220,10,5,3
AB1 2EY,S01006582,3356,10,5,3
AB1 2EZ,S01006582,3356,10,5,3
AB1 2FA,S01006588,4362,13,7,4
AB1 2FB,S01006637,3440,10,5,3
AB1 2FD,S01006587,1506,5,3,2
AB1 2FF,S01006590,3220,10,5,3
AB1 2FG,S01006582,3356,10,5,3
AB1 2FH,S01006582,3356,10,5,3
AB1 2FJ,S01006582,3356,10,5,3
AB1 2FL,S01006595,6095,18,9,5
AB1 2FN,S01006583,6168,18,9,5
AB1 2FP,S01006583,6168,18,9,5
AB1 2FR,S01006583,6168,18,9,5
AB1 2HA,S01006587,1506,5,3,2
AB1 2HB,S01006590,3220,10,5,3
AB1 2HD,S01006590,3220,10,5,3
AB1 2HE,S01006590,3220,10,5,3
AB1 2HF,S01006590,3220,10,5,3
AB1 2HG,S01006590,3220,10,5,3
AB1 2HH,S01006590,3220,10,5,3
AB1 2HJ,S01006590,3220,10,5,3
AB1 2HL,S01006590,3220,10,5,3
AB1 2HN,S01006590,3220,10,5,3
AB1 2HP,S01006590,3220,10,5,3
AB1 2HQ,S01006590,3220,10,5,3
AB1 2HR,S01006587,1506,5,3,2
AB1 2HS,S01006587,1506,5,3,2
AB1 2HT,S01006591,4041,12,6,3
AB1 2HU,S01006586,3290,10,5,3
AB1 2HW,S01006586,3290,10,5,3
AB1 2HX,S01006591,4041,12,6,3
AB1 2HY,S01006586,3290,10,5,3
AB1 2HZ,S01006587,1506,5,3,2
AB1 2JA,S01006591,4041,12,6,3
AB1 2JB,S01006591,4041,12,6,3
AB1 2JD,S01006593,6795,20,10,5
AB1 2JE,S01006587,1506,5,3,2
AB1 2JF,S01006587,1506,5,3,2
AB1 2JG,S01006587,1506,5,3,2
